transaction_id,account_id,transaction_date,amount,transaction_type
225,893,2025-12-03,13258.32,Withdrawal
226,652,2025-12-16,21228.77,Withdrawal
227,706,2025-12-02,46558.68,Withdrawal
228,750,2025-04-18,48666.3,Deposit
229,148,2025-12-21,25338.72,Withdrawal
230,729,2025-04-15,22939.87,Deposit
231,712,2025-09-03,10710.86,Withdrawal
232,34,2025-09-25,37350.17,Withdrawal
233,944,2025-08-07,47595.91,Withdrawal
234,113,2025-04-15,6131.23,Withdrawal
235,42,2025-06-30,26186.6,Deposit
236,381,2025-07-05,15315.74,Withdrawal
237,311,2025-05-25,14769.67,Deposit
238,811,2025-09-25,7229.18,Withdrawal
239,50,2025-05-30,46847.35,Withdrawal
240,911,2025-05-24,14245.77,Deposit
241,839,2025-05-12,37009.05,Deposit
242,126,2026-01-19,27422.11,Deposit
243,892,2025-09-16,2329.66,Withdrawal
244,587,2025-03-29,15554.12,Withdrawal
245,922,2025-09-24,16957.38,Withdrawal
246,487,2025-03-24,41739.55,Deposit
247,781,2026-01-18,7012.26,Withdrawal
248,780,2025-09-10,22551.48,Withdrawal
249,153,2025-07-04,43330.64,Withdrawal
250,92,2026-02-23,40010.6,Withdrawal
251,397,2026-01-31,11717.83,Withdrawal
252,348,2025-05-11,27095.62,Withdrawal
253,754,2025-04-03,13941.02,Deposit
254,887,2025-07-29,8364.18,Deposit
255,586,2025-09-15,31542.45,Withdrawal
256,575,2025-12-29,32293.47,Deposit
257,198,2026-01-06,47762.9,Deposit
258,981,2025-12-30,28555.19,Deposit
259,769,2025-12-04,23844.2,Deposit
260,124,2025-04-01,32946.9,Deposit
261,986,2025-06-12,1046.78,Deposit
262,252,2025-03-29,41501.56,Withdrawal
263,87,2025-11-16,40365.36,Withdrawal
264,412,2025-06-10,29485.76,Withdrawal
265,883,2025-08-21,46699.05,Withdrawal
266,448,2025-11-18,9107.35,Deposit
267,881,2025-09-28,26442.3,Withdrawal
268,264,2025-08-11,4642.15,Deposit
269,555,2026-02-22,8490.98,Deposit
270,188,2025-08-22,12852.17,Deposit
271,158,2026-02-24,15409.03,Withdrawal
272,695,2025-03-17,8542.63,Withdrawal
273,186,2025-06-17,1455.84,Deposit
274,306,2025-10-18,19557.99,Withdrawal
275,146,2026-01-13,20699.86,Withdrawal
276,265,2025-11-30,18838.11,Deposit
277,54,2026-01-07,10207.72,Deposit
278,505,2025-11-22,25480.2,Withdrawal
279,973,2025-05-12,5842.56,Deposit
280,326,2025-10-27,23294.69,Withdrawal
281,68,2026-02-27,24260.16,Withdrawal
282,649,2025-06-29,11763.65,Deposit
283,276,2026-01-11,27748.36,Deposit
284,253,2025-08-22,38172.62,Deposit
285,312,2026-01-16,28455.46,Withdrawal
286,86,2025-07-23,42329.26,Deposit
287,802,2025-06-23,48398.78,Withdrawal
288,554,2025-10-07,49266.9,Deposit
289,551,2025-03-26,47635.37,Withdrawal
290,43,2025-05-09,149.95,Withdrawal
291,985,2026-02-25,41485.65,Withdrawal
292,669,2026-02-04,48606.88,Deposit
293,62,2025-03-22,46681.99,Withdrawal
294,280,2025-04-19,29933.6,Withdrawal
295,360,2025-07-23,42137.69,Deposit
296,600,2025-09-06,42050.14,Withdrawal
297,47,2025-12-26,8154.67,Deposit
298,308,2026-01-05,4576.78,Deposit
299,851,2025-04-28,7068.55,Withdrawal
300,900,2025-03-22,21654.93,Withdrawal
301,906,2025-12-20,34136.84,Withdrawal
302,651,2025-04-06,13141.89,Withdrawal
303,280,2026-02-22,12371.82,Withdrawal
304,350,2025-12-31,10610.13,Withdrawal
305,17,2025-12-16,45709.51,Deposit
306,662,2025-12-08,46120.66,Withdrawal
307,5,2025-06-29,45082.11,Deposit
308,424,2025-11-23,27833.95,Withdrawal
309,781,2025-08-12,19700.27,Deposit
310,807,2025-05-06,43848.34,Deposit
311,552,2025-04-29,1644.28,Withdrawal
312,689,2025-07-31,6258.44,Withdrawal
313,848,2025-05-18,30105.41,Withdrawal
314,182,2026-03-15,41973.38,Deposit
315,128,2025-08-10,23188.36,Deposit
316,456,2025-07-13,567.23,Deposit
317,777,2025-11-02,14128.61,Withdrawal
318,197,2025-12-22,4589.33,Withdrawal
319,828,2025-11-28,35918.7,Deposit
320,506,2025-09-02,48368.1,Deposit
321,288,2026-02-13,24692.61,Deposit
322,8,2025-05-23,9884.73,Withdrawal
323,114,2025-07-25,43508.82,Withdrawal
324,175,2025-05-21,27634.08,Deposit
325,67,2025-06-24,29449.41,Deposit
326,131,2025-08-29,13055.26,Deposit
327,903,2025-04-22,26201.69,Withdrawal
328,197,2025-11-03,42398.59,Deposit
329,994,2025-08-01,34679.99,Withdrawal
330,698,2025-07-17,28049.79,Withdrawal
331,3,2025-06-22,46900.73,Deposit
332,875,2025-11-21,46944.09,Withdrawal
333,865,2025-04-08,49755.81,Withdrawal
334,125,2026-01-28,34040.66,Withdrawal
335,508,2026-01-09,18137.44,Deposit
336,906,2025-10-19,36088.89,Deposit
337,285,2025-08-11,45927.74,Withdrawal
338,324,2025-11-17,357.45,Deposit
339,343,2025-06-22,4182.26,Deposit
340,756,2025-09-12,11358.84,Withdrawal
341,981,2025-10-26,3814.57,Deposit
342,202,2026-01-19,8307.63,Withdrawal
343,65,2025-09-23,31337.13,Deposit
344,29,2026-02-01,24050.32,Deposit
345,607,2025-08-12,39881.32,Withdrawal
346,861,2025-12-22,12595.43,Deposit
347,485,2025-12-15,11994.12,Withdrawal
348,853,2025-06-13,2816.2,Withdrawal
349,533,2025-07-23,39726.14,Deposit
350,795,2025-04-16,30038.24,Withdrawal
351,783,2025-11-16,4873.97,Withdrawal
352,593,2025-09-24,6328.84,Deposit
353,939,2025-07-18,1763.85,Withdrawal
354,912,2025-03-15,42399.84,Deposit
355,802,2025-06-08,6464.04,Withdrawal
356,57,2026-02-22,15143.41,Withdrawal
357,68,2026-02-25,5181.2,Deposit
358,573,2026-02-24,2704.94,Withdrawal
359,412,2025-12-28,4881.93,Withdrawal
360,239,2025-12-09,43242.68,Deposit
361,465,2025-08-03,19257.61,Withdrawal
362,902,2026-03-05,31048.51,Deposit
363,348,2026-01-31,32580.98,Deposit
364,465,2025-07-05,25908.92,Deposit
365,111,2025-12-18,5224.21,Deposit
366,608,2025-07-12,39491.88,Deposit
367,927,2025-10-15,28703.29,Withdrawal
368,364,2026-02-13,21108.25,Withdrawal
369,191,2025-08-08,12233.31,Deposit
370,62,2026-02-22,6471.27,Withdrawal
371,526,2025-06-18,47991.09,Withdrawal
372,319,2026-01-09,29224.93,Deposit
373,151,2025-04-27,23529.24,Withdrawal
374,299,2025-09-01,18504.62,Deposit
375,531,2026-03-11,29363.35,Deposit
376,59,2025-10-02,11945.63,Deposit
377,433,2025-07-18,17256.42,Deposit
378,656,2026-01-15,45434.16,Deposit
379,350,2026-02-28,9548.84,Withdrawal
380,712,2026-03-08,34622.87,Withdrawal
381,615,2025-07-27,34651.45,Withdrawal
382,631,2025-11-05,15051.62,Withdrawal
383,167,2025-08-16,5331.91,Deposit
384,508,2025-07-26,11048.35,Deposit
385,655,2025-09-02,11228.95,Deposit
386,478,2026-03-07,31233.61,Deposit
387,493,2025-06-03,36755.85,Withdrawal
388,827,2025-09-27,37030.06,Deposit
389,410,2025-07-22,9293.8,Deposit
390,372,2025-06-12,593.62,Withdrawal
391,31,2025-06-06,27779.11,Deposit
392,298,2025-03-31,22076.37,Withdrawal
393,45,2025-05-30,48767.93,Deposit
394,203,2025-11-01,14276.63,Deposit
395,907,2025-04-21,13173.74,Deposit
396,348,2026-01-18,42391.96,Deposit
397,183,2025-12-25,9879.78,Deposit
398,864,2025-04-22,13163.25,Deposit
399,22,2026-02-13,41589.14,Deposit
400,389,2025-04-15,32777.97,Deposit
401,347,2025-11-04,46812.09,Withdrawal
402,468,2025-09-09,12083.48,Withdrawal
403,677,2026-01-15,8650.85,Withdrawal
404,900,2025-04-18,35576.01,Deposit
405,148,2025-08-05,44147.88,Deposit
406,814,2025-10-17,9563.09,Withdrawal
407,712,2025-07-24,18775.34,Withdrawal
408,652,2026-02-01,12303.03,Deposit
409,782,2026-01-19,30839.8,Deposit
410,875,2025-04-12,26819.87,Deposit
411,336,2025-10-29,12433.87,Withdrawal
412,894,2025-09-28,6410.28,Withdrawal
413,215,2025-08-21,36392.2,Withdrawal
414,810,2025-11-25,33208.76,Deposit
415,172,2025-07-25,25479.83,Withdrawal
416,511,2025-12-28,25992.73,Deposit
417,330,2025-10-31,35653.09,Withdrawal
418,733,2025-08-02,47792.02,Withdrawal
419,275,2026-03-08,29101.22,Deposit
420,213,2025-09-16,11054.36,Deposit
421,463,2025-10-19,43172.1,Withdrawal
422,224,2025-07-14,15369.35,Withdrawal
423,586,2026-01-11,7944.75,Withdrawal
424,261,2025-10-15,27572.54,Deposit
425,770,2025-06-01,4293.0,Withdrawal
426,532,2025-10-21,17643.59,Deposit
427,477,2026-01-08,25661.88,Withdrawal
428,437,2026-01-01,22612.45,Withdrawal
429,419,2025-06-11,18438.85,Withdrawal
430,325,2026-01-10,13723.67,Deposit
431,184,2025-11-10,22140.26,Withdrawal
432,661,2025-05-09,3886.83,Deposit
433,302,2025-09-26,42145.91,Deposit
434,805,2025-06-27,13893.61,Deposit
435,101,2025-08-04,6017.54,Withdrawal
436,40,2025-07-14,27346.7,Withdrawal
437,202,2025-07-14,33787.86,Withdrawal
438,310,2025-09-27,37286.05,Withdrawal
439,196,2026-01-01,35311.57,Deposit
440,876,2025-03-26,37643.93,Withdrawal
441,9,2025-10-16,38526.8,Withdrawal
442,843,2026-01-31,17396.95,Withdrawal
443,969,2025-06-20,20347.35,Deposit
444,484,2025-10-07,32739.14,Deposit
445,887,2025-05-19,19935.51,Deposit
446,741,2025-09-26,37481.94,Withdrawal
447,240,2025-04-12,25839.68,Withdrawal
448,740,2025-12-17,40738.45,Withdrawal
449,811,2025-08-26,4385.21,Deposit
450,440,2025-09-24,38529.54,Withdrawal
451,215,2025-09-27,21990.17,Deposit
452,384,2025-03-19,7033.62,Deposit
453,313,2026-02-15,47173.36,Deposit
454,512,2025-03-24,40539.03,Withdrawal
455,348,2025-06-08,11351.98,Withdrawal
456,703,2025-06-21,37656.05,Withdrawal
457,334,2025-03-17,29389.06,Deposit
458,945,2025-06-21,7042.82,Withdrawal
459,582,2025-12-28,31528.98,Withdrawal
460,391,2025-04-13,10289.81,Withdrawal
461,66,2025-09-24,26771.08,Deposit
462,487,2025-12-20,5521.05,Withdrawal
463,655,2025-03-27,44747.72,Deposit
464,176,2026-03-04,5305.23,Deposit
465,33,2026-01-13,41341.09,Withdrawal
466,28,2025-09-29,9415.94,Deposit
467,934,2026-02-14,48153.43,Withdrawal
468,211,2025-09-13,11728.67,Deposit
469,466,2025-03-25,2966.91,Deposit
470,176,2025-06-26,16405.93,Withdrawal
471,401,2025-09-21,7936.07,Deposit
472,133,2026-03-13,26869.01,Withdrawal
473,761,2025-12-07,3531.27,Deposit
474,134,2026-02-24,43535.41,Withdrawal
475,443,2025-10-23,40913.02,Withdrawal
476,163,2025-12-28,30225.1,Withdrawal
477,602,2026-02-20,10228.34,Withdrawal
478,283,2025-10-23,10164.97,Deposit
479,457,2025-06-04,3292.11,Withdrawal
480,620,2025-03-23,40397.54,Withdrawal
481,933,2025-11-10,28504.53,Withdrawal
482,472,2026-03-05,23188.5,Deposit
483,755,2025-11-29,4646.02,Withdrawal
484,356,2025-10-03,35045.8,Withdrawal
485,401,2025-12-23,30690.07,Deposit
486,426,2025-07-03,12531.83,Withdrawal
487,469,2025-04-24,19294.78,Deposit
488,716,2025-12-31,28473.9,Withdrawal
489,716,2025-10-08,47289.8,Deposit
490,907,2025-11-19,43539.93,Withdrawal
491,904,2025-04-06,31441.35,Withdrawal
492,683,2025-12-23,45823.19,Deposit
493,931,2025-09-01,24725.03,Deposit
494,378,2025-06-14,3919.03,Deposit
495,517,2025-12-25,38350.3,Withdrawal
496,420,2025-06-13,22601.71,Withdrawal
497,213,2026-01-11,25352.62,Withdrawal
498,28,2025-03-28,3752.46,Withdrawal
499,391,2025-03-29,17248.52,Withdrawal
500,877,2025-04-13,9800.74,Deposit
501,11,2025-05-10,12605.23,Deposit
502,335,2025-06-29,33547.75,Withdrawal
503,497,2025-12-27,23121.71,Deposit
504,562,2025-12-09,32885.43,Withdrawal
505,144,2025-08-07,23592.31,Withdrawal
506,862,2026-02-08,8152.19,Deposit
507,622,2025-07-20,5115.7,Withdrawal
508,128,2025-10-12,26779.23,Withdrawal
509,173,2025-12-06,3971.51,Deposit
510,694,2025-08-06,13735.29,Withdrawal
511,367,2026-01-03,8979.22,Deposit
512,915,2025-05-19,33784.7,Deposit
513,453,2025-09-30,34867.44,Deposit
514,400,2025-04-18,34548.3,Withdrawal
515,54,2026-02-26,29950.45,Deposit
516,791,2025-07-24,18932.04,Deposit
517,952,2025-07-11,12560.02,Deposit
518,205,2025-07-03,4660.18,Withdrawal
519,29,2025-07-28,49465.6,Withdrawal
520,841,2026-02-16,9688.38,Deposit
521,226,2025-08-20,47941.39,Deposit
522,817,2025-07-10,41785.72,Deposit
523,742,2025-08-13,8435.66,Withdrawal
524,525,2025-04-19,5473.42,Withdrawal
525,331,2025-05-24,28146.5,Deposit
526,640,2025-10-13,10435.25,Withdrawal
527,962,2025-10-25,21451.23,Deposit
528,219,2025-07-12,5383.68,Withdrawal
529,178,2025-04-03,848.23,Withdrawal
530,13,2025-03-20,19520.41,Withdrawal
531,226,2025-12-07,3394.21,Withdrawal
532,666,2025-06-28,31233.08,Deposit
533,69,2026-01-28,44284.46,Withdrawal
534,309,2025-07-28,38400.5,Withdrawal
535,105,2026-01-07,35655.3,Deposit
536,258,2026-03-09,47955.83,Withdrawal
537,647,2025-06-02,34846.14,Deposit
538,341,2025-06-24,8849.02,Withdrawal
539,872,2026-02-09,33351.89,Deposit
540,344,2025-08-12,980.68,Withdrawal
541,392,2026-01-25,25600.2,Deposit
542,516,2026-02-22,29414.68,Deposit
543,239,2026-01-09,1158.55,Deposit
544,317,2025-04-21,11896.18,Withdrawal
545,776,2025-12-15,12252.93,Deposit
546,62,2025-06-21,6964.02,Withdrawal
547,304,2025-09-08,10180.39,Withdrawal
548,210,2026-03-15,32137.74,Deposit
549,946,2025-03-24,36292.89,Withdrawal
550,757,2025-03-18,43878.86,Deposit
551,285,2025-05-21,15945.18,Deposit
552,534,2025-12-19,39609.81,Withdrawal
553,664,2025-10-31,40654.26,Deposit
554,235,2025-11-16,42362.05,Withdrawal
555,351,2025-10-31,12188.22,Deposit
556,929,2026-02-24,45892.14,Deposit
557,821,2025-04-13,34398.76,Deposit
558,623,2025-11-29,43648.02,Withdrawal
559,188,2025-08-03,22173.81,Deposit
560,67,2025-11-25,43506.35,Deposit
561,977,2025-04-02,9704.03,Deposit
562,961,2025-04-01,10290.58,Deposit
563,178,2025-07-31,29672.27,Deposit
564,242,2025-07-15,25420.48,Withdrawal
565,743,2025-04-23,23407.0,Deposit
566,739,2026-03-05,9957.06,Withdrawal
567,181,2025-04-23,30331.98,Withdrawal
568,293,2026-03-09,28863.45,Deposit
569,279,2025-05-16,43135.03,Withdrawal
570,82,2026-01-25,47555.56,Withdrawal
571,408,2025-07-02,18948.1,Withdrawal
572,452,2025-05-12,21192.59,Withdrawal
573,779,2026-01-09,7878.34,Withdrawal
574,21,2025-06-10,38120.27,Withdrawal
575,875,2025-10-13,4253.32,Withdrawal
576,610,2025-11-06,26906.16,Deposit
577,264,2025-11-18,19084.47,Withdrawal
578,465,2025-08-05,14232.96,Withdrawal
579,74,2025-08-23,16728.38,Withdrawal
580,201,2026-02-22,7820.75,Deposit
581,5,2025-09-10,740.43,Withdrawal
582,504,2025-06-05,20287.31,Withdrawal
583,963,2025-12-01,19793.02,Withdrawal
584,394,2025-12-17,24528.6,Deposit
585,419,2026-02-26,44261.48,Deposit
586,395,2025-10-13,46613.26,Deposit
587,199,2025-05-11,38171.25,Withdrawal
588,790,2025-07-06,45662.99,Withdrawal
589,522,2025-05-01,35485.51,Withdrawal
590,714,2025-03-27,2979.46,Withdrawal
591,949,2025-10-21,21259.61,Deposit
592,249,2025-06-18,23938.51,Withdrawal
593,647,2025-04-21,35357.29,Deposit
594,715,2025-09-03,33317.21,Deposit
595,268,2026-03-06,30311.24,Deposit
596,261,2025-03-22,12446.0,Deposit
597,13,2025-11-11,5924.86,Deposit
598,660,2026-01-11,35609.31,Withdrawal
599,408,2025-09-26,35332.88,Deposit
600,531,2025-08-30,45506.46,Withdrawal
601,170,2025-04-18,41504.5,Withdrawal
602,709,2026-02-06,15180.76,Withdrawal
603,601,2025-12-11,15468.15,Withdrawal
604,771,2025-03-31,43832.38,Deposit
605,112,2025-06-17,31845.39,Withdrawal
606,834,2026-01-20,7221.4,Deposit
607,953,2025-10-24,37439.68,Withdrawal
608,7,2025-10-21,49352.57,Withdrawal
609,2,2025-03-15,4933.85,Withdrawal
610,538,2025-10-17,20900.43,Withdrawal
611,751,2025-08-15,21604.38,Deposit
612,384,2025-07-20,9401.36,Deposit
613,203,2025-05-21,24374.92,Deposit
614,462,2025-05-02,28397.9,Deposit
615,191,2025-05-02,10126.95,Deposit
616,829,2025-09-05,37982.32,Withdrawal
617,924,2025-10-03,43593.62,Withdrawal
618,642,2026-02-16,45657.27,Deposit
619,890,2025-03-17,31858.04,Deposit
620,301,2026-03-03,4376.78,Deposit
621,284,2025-05-20,3306.7,Deposit
622,600,2025-06-07,11815.53,Withdrawal
623,689,2025-11-07,38050.63,Deposit
624,63,2025-06-29,13377.43,Deposit
625,682,2025-05-05,29164.03,Deposit
626,100,2025-12-16,10632.31,Deposit
627,385,2025-07-04,30188.95,Withdrawal
628,955,2026-01-24,24347.72,Withdrawal
629,619,2026-01-21,21529.74,Withdrawal
630,699,2025-03-19,44518.59,Withdrawal
631,837,2025-06-10,12055.89,Withdrawal
632,682,2025-06-30,19983.72,Deposit
633,999,2025-06-09,17865.86,Withdrawal
